InvoiceNo,CustomerID,PurchaseDate,ProductCategory,Product,Quantity,UnitPrice,TotalSpend
INV-101009,CUST-0269,2026-06-26 08:25:53,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,2,87.91,175.82
INV-102161,CUST-0100,2026-06-26 15:31:16,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,2,36.83,73.66
INV-101009,CUST-0269,2026-06-26 18:02:38,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,90.21,180.42
INV-101496,CUST-0039,2026-06-26 19:12:14,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,4,78.71,314.84
INV-101157,CUST-0428,2026-06-26 22:16:51,Wearables & Fitness,Titanium GPS Smart Fitness Watch,3,257.42,772.26
INV-101142,CUST-0131,2026-06-26 22:48:03,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,31.72,95.16
INV-101569,CUST-0107,2026-06-27 11:12:09,Wearables & Fitness,Titanium GPS Smart Fitness Watch,1,250.19,250.19
INV-101985,CUST-0140,2026-06-27 17:45:37,Smart Office & Furniture,Smart LED Desk Bar Lamp,2,49.11,98.22
INV-101522,CUST-0234,2026-06-27 18:50:25,Computer Accessories,Premium Aluminum Monitor Arm,1,64.63,64.63
INV-101770,CUST-0073,2026-06-27 22:12:06,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,2,37.31,74.62
INV-102409,CUST-0357,2026-06-28 08:42:45,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,2,39.89,79.78
INV-103987,CUST-0053,2026-06-28 08:51:01,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,2,289.58,579.16
INV-102478,CUST-0254,2026-06-28 09:43:49,Wearables & Fitness,Heart Rate Performance Sensor Band,2,106.22,212.44
INV-102345,CUST-0026,2026-06-28 14:42:44,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,275.29,550.58
INV-102415,CUST-0049,2026-06-28 14:58:10,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,94.46,283.38
INV-101245,CUST-0227,2026-06-28 19:03:20,Computer Accessories,Custom Mechanical RGB Keyboard,1,149.31,149.31
INV-102213,CUST-0212,2026-06-28 19:07:03,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,4,96.75,387.0
INV-102415,CUST-0049,2026-06-28 20:34:01,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,4,40.18,160.72
INV-101010,CUST-0269,2026-06-28 21:16:58,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,35.9,143.6
INV-101245,CUST-0227,2026-06-28 21:54:07,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,82.16,164.32
INV-101588,CUST-0086,2026-06-29 10:07:23,Smart Office & Furniture,Motorized Standing Desk Frame,3,368.43,1105.29
INV-102271,CUST-0181,2026-06-29 10:32:34,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),1,37.58,37.58
INV-102325,CUST-0028,2026-06-29 10:57:25,Electronics & Audio,Thunderbolt 4 Docking Station,3,226.09,678.27
INV-100752,CUST-0003,2026-06-29 11:08:51,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,5,87.34,436.7
INV-103974,CUST-0303,2026-06-29 11:56:52,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,1,285.85,285.85
INV-102428,CUST-0319,2026-06-29 12:40:51,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,38.0,76.0
INV-103966,CUST-0048,2026-06-29 13:04:39,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,33.57,67.14
INV-102264,CUST-0114,2026-06-29 13:58:15,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,4,97.05,388.2
INV-102271,CUST-0181,2026-06-29 16:29:48,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,3,42.85,128.55
INV-102325,CUST-0028,2026-06-29 17:59:49,Electronics & Audio,Thunderbolt 4 Docking Station,2,218.16,436.32
INV-102142,CUST-0377,2026-06-29 18:23:13,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,77.81,77.81
INV-101865,CUST-0219,2026-06-29 18:37:31,Smart Office & Furniture,Motorized Standing Desk Frame,4,367.31,1469.24
INV-103974,CUST-0303,2026-06-29 18:52:34,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,31.65,94.95
INV-102272,CUST-0181,2026-06-29 19:15:53,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,89.03,267.09
INV-103984,CUST-0347,2026-06-29 20:04:18,Wearables & Fitness,Heart Rate Performance Sensor Band,3,86.8,260.4
INV-102142,CUST-0377,2026-06-29 22:11:58,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),1,31.4,31.4
INV-100589,CUST-0008,2026-06-30 09:04:57,Computer Accessories,Custom Mechanical RGB Keyboard,1,164.79,164.79
INV-100064,CUST-0180,2026-06-30 09:36:43,Computer Accessories,Premium Aluminum Monitor Arm,6,69.66,417.96
INV-102346,CUST-0026,2026-06-30 09:42:45,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,93.84,93.84
INV-103907,CUST-0391,2026-06-30 10:37:14,Wearables & Fitness,Titanium GPS Smart Fitness Watch,1,254.99,254.99
INV-103990,CUST-0378,2026-06-30 10:43:14,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,1,279.06,279.06
INV-101838,CUST-0304,2026-06-30 11:08:41,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,240.49,480.98
INV-103982,CUST-0447,2026-06-30 12:01:34,Smart Office & Furniture,Smart LED Desk Bar Lamp,2,48.29,96.58
INV-101657,CUST-0376,2026-06-30 13:11:34,Computer Accessories,Custom Mechanical RGB Keyboard,4,150.72,602.88
INV-101272,CUST-0411,2026-06-30 14:11:10,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,3,285.09,855.27
INV-101542,CUST-0193,2026-06-30 19:30:12,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,3,507.38,1522.14
INV-100775,CUST-0060,2026-06-30 20:49:45,Computer Accessories,Custom Mechanical RGB Keyboard,1,165.94,165.94
INV-101600,CUST-0027,2026-06-30 22:16:30,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,2,78.42,156.84
INV-101282,CUST-0239,2026-06-30 22:53:59,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,2,284.21,568.42
INV-100372,CUST-0035,2026-07-01 10:05:17,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,2,334.08,668.16
INV-101906,CUST-0402,2026-07-01 13:30:42,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,1,298.04,298.04
INV-103956,CUST-0309,2026-07-01 14:22:18,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,31.92,63.84
INV-102347,CUST-0026,2026-07-01 15:15:00,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,1,41.5,41.5
INV-102151,CUST-0068,2026-07-01 16:18:45,Wearables & Fitness,Titanium GPS Smart Fitness Watch,4,246.89,987.56
INV-102196,CUST-0185,2026-07-01 19:19:56,Wearables & Fitness,Heart Rate Performance Sensor Band,1,104.51,104.51
INV-102151,CUST-0068,2026-07-01 19:47:09,Wearables & Fitness,Heart Rate Performance Sensor Band,3,91.95,275.85
INV-102429,CUST-0319,2026-07-01 19:59:00,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,1,98.46,98.46
INV-101256,CUST-0130,2026-07-01 20:13:16,Computer Accessories,Premium Aluminum Monitor Arm,3,62.39,187.17
INV-101114,CUST-0314,2026-07-01 20:55:33,Computer Accessories,Premium Aluminum Monitor Arm,1,70.74,70.74
INV-100681,CUST-0204,2026-07-01 21:26:17,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,1,40.02,40.02
INV-100816,CUST-0263,2026-07-01 21:53:35,Wearables & Fitness,Heart Rate Performance Sensor Band,1,95.84,95.84
INV-103908,CUST-0391,2026-07-01 22:59:00,Wearables & Fitness,Heart Rate Performance Sensor Band,3,88.51,265.53
INV-103985,CUST-0347,2026-07-02 10:01:17,Wearables & Fitness,Titanium GPS Smart Fitness Watch,1,243.22,243.22
INV-102453,CUST-0147,2026-07-02 10:18:35,Computer Accessories,Custom Mechanical RGB Keyboard,2,166.16,332.32
INV-101323,CUST-0437,2026-07-02 10:33:19,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,1,87.76,87.76
INV-102214,CUST-0212,2026-07-02 12:08:38,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,38.72,116.16
INV-102430,CUST-0319,2026-07-02 15:40:24,Smart Office & Furniture,Smart LED Desk Bar Lamp,4,55.38,221.52
INV-101756,CUST-0032,2026-07-02 16:09:04,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,85.72,171.44
INV-100335,CUST-0144,2026-07-02 17:42:19,Computer Accessories,Custom Mechanical RGB Keyboard,4,164.34,657.36
INV-101246,CUST-0227,2026-07-02 19:01:21,Smart Office & Furniture,Smart LED Desk Bar Lamp,2,50.61,101.22
INV-101435,CUST-0094,2026-07-02 19:03:33,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,81.63,244.89
INV-103986,CUST-0347,2026-07-02 19:13:19,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,2,78.34,156.68
INV-100413,CUST-0090,2026-07-02 21:00:07,Computer Accessories,Custom Mechanical RGB Keyboard,3,169.18,507.54
INV-102416,CUST-0049,2026-07-02 21:50:17,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,94.8,189.6
INV-100205,CUST-0418,2026-07-03 09:12:57,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),1,34.38,34.38
INV-103967,CUST-0048,2026-07-03 10:10:57,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,2,78.48,156.96
INV-103967,CUST-0048,2026-07-03 13:06:12,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,2,80.43,160.86
INV-102373,CUST-0394,2026-07-03 13:54:14,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,1,42.44,42.44
INV-100027,CUST-0042,2026-07-03 20:41:23,Smart Office & Furniture,Motorized Standing Desk Frame,2,403.53,807.06
INV-103976,CUST-0045,2026-07-03 21:19:43,Wearables & Fitness,Titanium GPS Smart Fitness Watch,1,246.08,246.08
INV-100351,CUST-0431,2026-07-04 08:15:02,Wearables & Fitness,Titanium GPS Smart Fitness Watch,6,281.2,1687.2
INV-103932,CUST-0143,2026-07-04 09:24:32,Wearables & Fitness,Heart Rate Performance Sensor Band,2,87.85,175.7
INV-102192,CUST-0161,2026-07-04 09:29:58,Wearables & Fitness,Titanium GPS Smart Fitness Watch,4,296.81,1187.24
INV-101986,CUST-0140,2026-07-04 10:38:30,Electronics & Audio,Thunderbolt 4 Docking Station,3,184.6,553.8
INV-102215,CUST-0212,2026-07-04 13:27:35,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,4,338.76,1355.04
INV-102192,CUST-0161,2026-07-04 17:26:37,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,1,312.51,312.51
INV-103991,CUST-0378,2026-07-04 18:05:31,Computer Accessories,Premium Aluminum Monitor Arm,3,64.32,192.96
INV-101688,CUST-0011,2026-07-04 18:17:28,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,32.91,131.64
INV-101956,CUST-0301,2026-07-04 19:55:25,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,1,36.04,36.04
INV-100897,CUST-0383,2026-07-04 20:00:24,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),1,34.92,34.92
INV-100624,CUST-0403,2026-07-05 08:58:42,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,5,87.97,439.85
INV-100469,CUST-0154,2026-07-05 10:01:48,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,34.63,69.26
INV-100469,CUST-0154,2026-07-05 11:43:01,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,2,88.57,177.14
INV-101334,CUST-0388,2026-07-05 12:14:59,Wearables & Fitness,Titanium GPS Smart Fitness Watch,4,254.57,1018.28
INV-100114,CUST-0170,2026-07-05 12:50:25,Wearables & Fitness,Titanium GPS Smart Fitness Watch,3,280.81,842.43
INV-101715,CUST-0232,2026-07-05 14:58:41,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,1,85.41,85.41
INV-101334,CUST-0388,2026-07-05 16:30:41,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,2,35.5,71.0
INV-102040,CUST-0015,2026-07-05 17:18:34,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,2,276.13,552.26
INV-100469,CUST-0154,2026-07-05 17:36:39,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),5,36.08,180.4
INV-101931,CUST-0287,2026-07-05 18:49:30,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,240.21,480.42
INV-102040,CUST-0015,2026-07-05 21:14:08,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,2,303.0,606.0
INV-101130,CUST-0316,2026-07-06 08:54:46,Wearables & Fitness,Titanium GPS Smart Fitness Watch,4,240.39,961.56
INV-103961,CUST-0120,2026-07-06 09:46:27,Wearables & Fitness,Heart Rate Performance Sensor Band,1,85.94,85.94
INV-100336,CUST-0144,2026-07-06 10:00:20,Electronics & Audio,Thunderbolt 4 Docking Station,3,216.1,648.3
INV-102188,CUST-0098,2026-07-06 10:29:47,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,2,35.57,71.14
INV-100817,CUST-0263,2026-07-06 11:50:04,Smart Office & Furniture,Motorized Standing Desk Frame,2,422.7,845.4
INV-102000,CUST-0336,2026-07-06 11:51:19,Wearables & Fitness,Heart Rate Performance Sensor Band,2,92.4,184.8
INV-102204,CUST-0211,2026-07-06 14:18:35,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,4,332.27,1329.08
INV-100817,CUST-0263,2026-07-06 15:44:44,Computer Accessories,Custom Mechanical RGB Keyboard,3,160.89,482.67
INV-102204,CUST-0211,2026-07-06 16:11:17,Computer Accessories,Premium Aluminum Monitor Arm,1,71.32,71.32
INV-102355,CUST-0168,2026-07-06 16:26:02,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,4,99.8,399.2
INV-101489,CUST-0221,2026-07-06 17:12:44,Computer Accessories,Custom Mechanical RGB Keyboard,2,154.53,309.06
INV-103961,CUST-0120,2026-07-06 17:23:37,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,1,275.46,275.46
INV-102256,CUST-0208,2026-07-06 19:07:02,Smart Office & Furniture,Smart LED Desk Bar Lamp,1,59.12,59.12
INV-102188,CUST-0098,2026-07-06 19:38:09,Computer Accessories,Custom Mechanical RGB Keyboard,2,154.79,309.58
INV-100336,CUST-0144,2026-07-06 19:47:41,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,280.16,560.32
INV-102355,CUST-0168,2026-07-06 20:24:56,Wearables & Fitness,Titanium GPS Smart Fitness Watch,1,295.16,295.16
INV-102188,CUST-0098,2026-07-06 21:32:46,Wearables & Fitness,Heart Rate Performance Sensor Band,1,90.23,90.23
INV-102306,CUST-0442,2026-07-07 08:32:10,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,38.7,154.8
INV-102252,CUST-0448,2026-07-07 08:49:53,Wearables & Fitness,Heart Rate Performance Sensor Band,4,106.13,424.52
INV-102394,CUST-0406,2026-07-07 09:48:04,Electronics & Audio,Thunderbolt 4 Docking Station,2,217.61,435.22
INV-104004,CUST-0058,2026-07-07 11:43:20,Wearables & Fitness,Heart Rate Performance Sensor Band,3,87.84,263.52
INV-102356,CUST-0168,2026-07-07 12:06:37,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,1,99.48,99.48
INV-101893,CUST-0321,2026-07-07 13:15:42,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,3,85.5,256.5
INV-101168,CUST-0128,2026-07-07 14:56:18,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,4,34.77,139.08
INV-102306,CUST-0442,2026-07-07 16:27:17,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,3,41.53,124.59
INV-102252,CUST-0448,2026-07-07 16:48:01,Computer Accessories,Premium Aluminum Monitor Arm,3,75.63,226.89
INV-100753,CUST-0003,2026-07-07 16:50:43,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,37.04,148.16
INV-101785,CUST-0197,2026-07-07 17:04:54,Wearables & Fitness,Heart Rate Performance Sensor Band,1,87.53,87.53
INV-102439,CUST-0063,2026-07-07 17:36:11,Computer Accessories,Custom Mechanical RGB Keyboard,3,166.79,500.37
INV-100847,CUST-0382,2026-07-07 17:36:19,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,6,87.71,526.26
INV-102439,CUST-0063,2026-07-07 17:44:41,Computer Accessories,Custom Mechanical RGB Keyboard,1,176.46,176.46
INV-101257,CUST-0130,2026-07-07 18:11:30,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,80.01,80.01
INV-102356,CUST-0168,2026-07-07 18:29:52,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,38.41,115.23
INV-102394,CUST-0406,2026-07-07 19:11:11,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,95.25,190.5
INV-100847,CUST-0382,2026-07-07 19:43:29,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,5,38.66,193.3
INV-102356,CUST-0168,2026-07-07 22:00:40,Wearables & Fitness,Heart Rate Performance Sensor Band,3,105.36,316.08
INV-101613,CUST-0209,2026-07-08 08:13:27,Electronics & Audio,Thunderbolt 4 Docking Station,4,184.93,739.72
INV-100373,CUST-0035,2026-07-08 08:47:45,Computer Accessories,Premium Aluminum Monitor Arm,5,69.25,346.25
INV-102342,CUST-0222,2026-07-08 10:08:15,Smart Office & Furniture,Smart LED Desk Bar Lamp,4,59.76,239.04
INV-101011,CUST-0269,2026-07-08 10:17:05,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,2,87.35,174.7
INV-102464,CUST-0338,2026-07-08 10:28:30,Computer Accessories,Premium Aluminum Monitor Arm,1,76.78,76.78
INV-101613,CUST-0209,2026-07-08 13:01:20,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,4,35.64,142.56
INV-101957,CUST-0301,2026-07-08 13:11:17,Smart Office & Furniture,Smart LED Desk Bar Lamp,1,51.36,51.36
INV-101169,CUST-0128,2026-07-08 14:57:41,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,78.85,236.55
INV-100898,CUST-0383,2026-07-08 15:48:21,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,36.99,110.97
INV-102486,CUST-0429,2026-07-08 15:49:02,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,3,93.85,281.55
INV-102338,CUST-0104,2026-07-08 16:10:10,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,4,95.55,382.2
INV-100373,CUST-0035,2026-07-08 16:18:46,Computer Accessories,Premium Aluminum Monitor Arm,1,73.33,73.33
INV-102338,CUST-0104,2026-07-08 16:26:05,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,36.58,109.74
INV-102315,CUST-0400,2026-07-08 17:02:24,Smart Office & Furniture,Smart LED Desk Bar Lamp,4,58.59,234.36
INV-102226,CUST-0043,2026-07-08 17:05:16,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),1,36.97,36.97
INV-101822,CUST-0351,2026-07-08 17:10:25,Computer Accessories,Custom Mechanical RGB Keyboard,3,148.66,445.98
INV-101613,CUST-0209,2026-07-08 17:50:48,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,32.37,64.74
INV-101131,CUST-0316,2026-07-08 18:30:20,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,1,498.98,498.98
INV-102486,CUST-0429,2026-07-08 18:32:05,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,295.54,591.08
INV-102338,CUST-0104,2026-07-08 19:43:08,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,3,42.25,126.75
INV-100050,CUST-0282,2026-07-08 22:16:46,Smart Office & Furniture,Smart LED Desk Bar Lamp,1,54.69,54.69
INV-101822,CUST-0351,2026-07-08 22:30:11,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,33.08,99.24
INV-102244,CUST-0414,2026-07-09 08:11:09,Electronics & Audio,Thunderbolt 4 Docking Station,1,223.9,223.9
INV-101273,CUST-0411,2026-07-09 09:22:43,Smart Office & Furniture,Smart LED Desk Bar Lamp,1,49.85,49.85
INV-103930,CUST-0415,2026-07-09 11:21:08,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,241.2,482.4
INV-101436,CUST-0094,2026-07-09 12:24:12,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,1,480.92,480.92
INV-101346,CUST-0228,2026-07-09 14:27:25,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,31.51,63.02
INV-102244,CUST-0414,2026-07-09 17:29:46,Smart Office & Furniture,Smart LED Desk Bar Lamp,1,57.22,57.22
INV-102013,CUST-0155,2026-07-09 17:43:23,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,3,279.58,838.74
INV-101036,CUST-0423,2026-07-09 18:26:16,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,85.17,255.51
INV-102013,CUST-0155,2026-07-09 18:48:53,Smart Office & Furniture,Smart LED Desk Bar Lamp,1,51.64,51.64
INV-101436,CUST-0094,2026-07-09 19:03:34,Computer Accessories,Custom Mechanical RGB Keyboard,2,151.68,303.36
INV-102374,CUST-0394,2026-07-09 19:23:48,Electronics & Audio,Thunderbolt 4 Docking Station,1,215.78,215.78
INV-103993,CUST-0072,2026-07-09 19:28:58,Smart Office & Furniture,Smart LED Desk Bar Lamp,2,49.68,99.36
INV-100431,CUST-0012,2026-07-09 20:45:03,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,36.67,146.68
INV-103993,CUST-0072,2026-07-09 21:52:29,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,32.64,97.92
INV-101036,CUST-0423,2026-07-09 22:09:31,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,96.47,192.94
INV-102123,CUST-0295,2026-07-10 10:02:15,Computer Accessories,Custom Mechanical RGB Keyboard,2,154.3,308.6
INV-101233,CUST-0070,2026-07-10 10:06:46,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,31.4,62.8
INV-101233,CUST-0070,2026-07-10 12:36:06,Smart Office & Furniture,Smart LED Desk Bar Lamp,2,49.11,98.22
INV-103909,CUST-0391,2026-07-10 13:20:30,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,80.85,242.55
INV-102357,CUST-0168,2026-07-10 13:33:10,Computer Accessories,Custom Mechanical RGB Keyboard,4,170.29,681.16
INV-103909,CUST-0391,2026-07-10 15:23:53,Wearables & Fitness,Titanium GPS Smart Fitness Watch,3,255.2,765.6
INV-102123,CUST-0295,2026-07-10 15:51:37,Smart Office & Furniture,Smart LED Desk Bar Lamp,4,49.47,197.88
INV-102249,CUST-0210,2026-07-10 22:52:01,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,92.45,277.35
INV-101075,CUST-0097,2026-07-11 08:04:30,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,86.75,86.75
INV-102273,CUST-0181,2026-07-11 08:41:27,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,3,100.79,302.37
INV-100352,CUST-0431,2026-07-11 08:57:36,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,276.74,553.48
INV-101757,CUST-0032,2026-07-11 09:16:59,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,79.38,238.14
INV-102288,CUST-0313,2026-07-11 09:44:24,Computer Accessories,Custom Mechanical RGB Keyboard,4,172.85,691.4
INV-103915,CUST-0416,2026-07-11 11:49:59,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,33.17,99.51
INV-102482,CUST-0125,2026-07-11 11:51:03,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,37.85,113.55
INV-102407,CUST-0199,2026-07-11 12:22:13,Computer Accessories,Custom Mechanical RGB Keyboard,2,173.22,346.44
INV-103915,CUST-0416,2026-07-11 13:01:25,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,3,36.11,108.33
INV-102473,CUST-0252,2026-07-11 14:13:11,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,4,94.07,376.28
INV-101614,CUST-0209,2026-07-11 14:29:45,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,4,78.32,313.28
INV-102473,CUST-0252,2026-07-11 14:43:46,Smart Office & Furniture,Motorized Standing Desk Frame,1,438.58,438.58
INV-101075,CUST-0097,2026-07-11 14:46:19,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,1,40.64,40.64
INV-102273,CUST-0181,2026-07-11 15:07:29,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,4,89.21,356.84
INV-101976,CUST-0191,2026-07-11 16:12:18,Computer Accessories,Premium Aluminum Monitor Arm,2,64.14,128.28
INV-101075,CUST-0097,2026-07-11 16:58:33,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,34.43,137.72
INV-100115,CUST-0170,2026-07-11 19:14:19,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,35.94,143.76
INV-102450,CUST-0148,2026-07-11 20:02:27,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,4,326.23,1304.92
INV-101614,CUST-0209,2026-07-11 22:14:57,Wearables & Fitness,Heart Rate Performance Sensor Band,2,86.45,172.9
INV-101391,CUST-0156,2026-07-11 22:48:58,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,4,82.65,330.6
INV-101274,CUST-0411,2026-07-12 08:31:41,Computer Accessories,Premium Aluminum Monitor Arm,4,65.46,261.84
INV-103901,CUST-0441,2026-07-12 09:15:48,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,78.06,78.06
INV-101354,CUST-0315,2026-07-12 09:20:55,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,2,36.12,72.24
INV-100546,CUST-0101,2026-07-12 09:38:11,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,84.47,253.41
INV-101274,CUST-0411,2026-07-12 10:36:32,Wearables & Fitness,Heart Rate Performance Sensor Band,1,86.59,86.59
INV-101214,CUST-0150,2026-07-12 10:52:47,Electronics & Audio,Thunderbolt 4 Docking Station,4,191.85,767.4
INV-103903,CUST-0441,2026-07-12 11:21:53,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,84.14,168.28
INV-102465,CUST-0338,2026-07-12 11:23:26,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,4,39.81,159.24
INV-103902,CUST-0441,2026-07-12 14:33:08,Smart Office & Furniture,Smart LED Desk Bar Lamp,1,49.27,49.27
INV-102454,CUST-0147,2026-07-12 15:10:14,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,88.78,266.34
INV-102303,CUST-0444,2026-07-12 16:05:36,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,4,94.24,376.96
INV-102303,CUST-0444,2026-07-12 16:47:14,Smart Office & Furniture,Smart LED Desk Bar Lamp,4,56.38,225.52
INV-101213,CUST-0150,2026-07-12 19:15:02,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,2,80.74,161.48
INV-102465,CUST-0338,2026-07-12 19:29:41,Computer Accessories,Custom Mechanical RGB Keyboard,3,170.21,510.63
